4, 20000000, 2, 1.03, 1.00, 0.00
4, 20000000, 2, 1.00, 0.99, 0.00
4, 20000000, 2, 1.00, 1.00, 0.00
4, 40000000, 2, 1.99, 1.99, 0.00
4, 40000000, 2, 1.98, 1.98, 0.00
4, 40000000, 2, 2.02, 2.02, 0.00
4, 80000000, 2, 3.99, 3.99, 0.00
4, 80000000, 2, 3.99, 3.99, 0.00
4, 80000000, 2, 4.02, 4.02, 0.00
4, 160000000, 2, 8.01, 8.01, 0.00
4, 160000000, 2, 8.00, 8.00, 0.00
4, 160000000, 2, 8.00, 8.00, 0.00
4, 20000000, 4, 1.98, 1.98, 0.00
4, 20000000, 4, 1.99, 1.99, 0.00
4, 20000000, 4, 2.01, 2.00, 0.00
4, 40000000, 4, 4.01, 4.00, 0.00
4, 40000000, 4, 4.02, 4.02, 0.00
4, 40000000, 4, 3.97, 3.97, 0.00
4, 80000000, 4, 8.00, 8.00, 0.00
4, 80000000, 4, 7.89, 7.89, 0.00
4, 80000000, 4, 7.90, 7.90, 0.00
4, 160000000, 4, 15.84, 15.84, 0.00
4, 160000000, 4, 15.83, 15.83, 0.00
4, 160000000, 4, 15.82, 15.81, 0.00
4, 20000000, 8, 3.95, 3.94, 0.00
4, 20000000, 8, 3.95, 3.95, 0.00
4, 20000000, 8, 3.98, 3.98, 0.00
4, 40000000, 8, 7.92, 7.91, 0.00
4, 40000000, 8, 7.89, 7.89, 0.00
4, 40000000, 8, 7.95, 7.94, 0.00
4, 80000000, 8, 15.86, 15.86, 0.00
4, 80000000, 8, 15.82, 15.81, 0.00
4, 80000000, 8, 15.78, 15.77, 0.00
4, 160000000, 8, 31.63, 31.62, 0.00
4, 160000000, 8, 31.57, 31.56, 0.00
4, 160000000, 8, 31.78, 31.77, 0.00
4, 20000000, 16, 7.89, 7.88, 0.00
4, 20000000, 16, 7.97, 7.97, 0.00
4, 20000000, 16, 7.90, 7.90, 0.00
4, 40000000, 16, 15.82, 15.81, 0.00
4, 40000000, 16, 15.84, 15.84, 0.00
4, 40000000, 16, 15.80, 15.80, 0.00
4, 80000000, 16, 31.62, 31.62, 0.00
4, 80000000, 16, 31.62, 31.62, 0.00
4, 80000000, 16, 31.59, 31.58, 0.00
4, 160000000, 16, 63.21, 63.20, 0.00
4, 160000000, 16, 63.16, 63.15, 0.00
4, 160000000, 16, 63.11, 63.10, 0.00
